2026年广州市普通高中名额分配结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,代码,初中学校,,,,"名额
考生",,,省市名额,,,"区属
名额",,,华附石牌,,华附知识城,,省实荔湾,,省实白云,,广雅荔湾,,广雅花都,,执信越秀,,执信天河,,"二
中",,六中海珠,,六中从化,,六中花都,,侨中,,协和,,广附,,"铁
__
越
秀",,"铁
__
番
禺",,"铁
__
白
云",,广州外国语,,清湾智谷,,清湾智慧城,,"__
中",,四中,,,南海中学,,,西外,,真光本部,,真光汾水,,真光广钢
"注:各初中学校分得的名额分配计划已包含面向集团直接分配的名额                                                                                                                                                        2O26_O5_12 15:21
第2页 共2页",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,代码,初中学校,,,,"名额
考生",,,省市名额,,,"区属
名额",,,华附石牌,,"华附
知识
城",,,省实荔湾,,省实白云,,,广雅荔湾,,广雅花都,,执信越秀,,,执信天河,,"二
中",,六中海珠,,六中从化,,,六中花都,,侨中,,协和,,广附,,"铁
__
越
秀",,"铁
__
番
禺",,"铁
__
白
云",,广州外国语,,,清湾智谷,,清湾智慧城,,,,从化中学,,从化二中,,,从化五中,,流溪中学
,0117 ,从化区,,,,6717 ,,,3SS,,,1486 ,,,11 ,,13 ,,,21 ,,1S,,,20 ,,1S,,16 ,,,23 ,,29 ,,22 ,,1S,,,14 ,,10 ,,18 ,,27 ,,10 ,,10 ,,17 ,,20 ,,,12 ,,17 ,,,,400 ,,382 ,,,324 ,,380 
1 ,01 1702,广州市从化区吕田中学,,,,179 ,,,9 ,,,37 ,,,0 ,,0 ,,,0 ,,2 ,,,0 ,,0 ,,0 ,,,1 ,,2 ,,0 ,,1 ,,,0 ,,0 ,,0 ,,2 ,,0 ,,0 ,,0 ,,1 ,,,0 ,,0 ,,,,9 ,,8 ,,,S,,1S
2 ,01 1704,广州市从化区良口中学,,,,2S2,,,13 ,,,S2,,,0 ,,0 ,,,1 ,,1 ,,,0 ,,1 ,,0 ,,,2 ,,2 ,,0 ,,2 ,,,1 ,,1 ,,1 ,,0 ,,0 ,,0 ,,1 ,,0 ,,,0 ,,0 ,,,,12 ,,13 ,,,17 ,,10 
3 ,01 170S,广州市从化区第五中学,,,,149 ,,,13 ,,,31 ,,,0 ,,0 ,,,2 ,,0 ,,,0 ,,0 ,,1 ,,,1 ,,1 ,,0 ,,S,,,0 ,,0 ,,2 ,,1 ,,0 ,,0 ,,0 ,,0 ,,,0 ,,0 ,,,,7 ,,11 ,,,8 ,,S
4 ,01 1706,广州市从化区桃园中学,,,,172 ,,,9 ,,,42 ,,,0 ,,0 ,,,0 ,,0 ,,,0 ,,0 ,,0 ,,,0 ,,4 ,,0 ,,0 ,,,1 ,,0 ,,0 ,,2 ,,0 ,,1 ,,0 ,,0 ,,,1 ,,0 ,,,,11 ,,14 ,,,S,,12 
S,01 1708,广州市从化区河东中学,,,,423 ,,,22 ,,,102 ,,,1 ,,0 ,,,1 ,,2 ,,,3 ,,0 ,,0 ,,,1 ,,3 ,,3 ,,0 ,,,0 ,,0 ,,0 ,,3 ,,1 ,,1 ,,1 ,,0 ,,,1 ,,1 ,,,,19 ,,26 ,,,21 ,,36 
6 ,01 1709,广州市从化区神岗中学,,,,228 ,,,12 ,,,SS,,,1 ,,0 ,,,1 ,,1 ,,,1 ,,0 ,,0 ,,,0 ,,1 ,,0 ,,0 ,,,1 ,,1 ,,0 ,,1 ,,0 ,,0 ,,2 ,,2 ,,,0 ,,0 ,,,,16 ,,13 ,,,9 ,,17 
7 ,01 1710,广东外语外贸大学从化实验中学,,,,36S,,,19 ,,,76 ,,,1 ,,1 ,,,1 ,,0 ,,,2 ,,0 ,,1 ,,,1 ,,0 ,,2 ,,0 ,,,1 ,,2 ,,3 ,,0 ,,0 ,,0 ,,2 ,,2 ,,,0 ,,0 ,,,,21 ,,17 ,,,14 ,,24 
8 ,011711 ,广州市从化区太平中学,,,,189 ,,,10 ,,,4S,,,0 ,,0 ,,,1 ,,1 ,,,1 ,,0 ,,0 ,,,1 ,,1 ,,0 ,,0 ,,,2 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,1 ,,,0 ,,0 ,,,,7 ,,10 ,,,16 ,,12 
9 ,01 1712,广州市从化区太平第二中学,,,,264 ,,,14 ,,,SS,,,1 ,,1 ,,,0 ,,1 ,,,1 ,,0 ,,1 ,,,0 ,,2 ,,2 ,,0 ,,,1 ,,0 ,,1 ,,0 ,,1 ,,0 ,,0 ,,1 ,,,0 ,,1 ,,,,10 ,,16 ,,,10 ,,19 
10 ,01 1713,广州市从化区城郊中学,,,,489 ,,,2S,,,117 ,,,1 ,,2 ,,,3 ,,2 ,,,2 ,,0 ,,1 ,,,1 ,,0 ,,4 ,,0 ,,,2 ,,0 ,,2 ,,1 ,,1 ,,1 ,,0 ,,0 ,,,1 ,,1 ,,,,42 ,,29 ,,,28 ,,18 
11 ,01 1714,广州市从化区民乐中学,,,,127 ,,,6 ,,,26 ,,,0 ,,0 ,,,1 ,,1 ,,,0 ,,0 ,,0 ,,,1 ,,0 ,,0 ,,0 ,,,1 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,,0 ,,1 ,,,,S,,7 ,,,S,,9 
12 ,01 171S,广州市从化区棋杆中学,,,,217 ,,,11 ,,,S2,,,0 ,,0 ,,,1 ,,1 ,,,0 ,,0 ,,0 ,,,1 ,,1 ,,0 ,,0 ,,,0 ,,2 ,,2 ,,0 ,,1 ,,1 ,,1 ,,0 ,,,0 ,,0 ,,,,10 ,,1S,,,14 ,,13 
13 ,01 1716,广州市从化区鳌头中学,,,,482 ,,,2S,,,116 ,,,1 ,,2 ,,,2 ,,1 ,,,2 ,,3 ,,2 ,,,1 ,,0 ,,4 ,,1 ,,,0 ,,0 ,,1 ,,1 ,,1 ,,0 ,,0 ,,3 ,,,0 ,,0 ,,,,3S,,22 ,,,2S,,34 
14 ,01 1718,广州市从化区龙潭中学,,,,368 ,,,19 ,,,88 ,,,0 ,,1 ,,,0 ,,0 ,,,1 ,,1 ,,0 ,,,2 ,,2 ,,2 ,,1 ,,,1 ,,0 ,,1 ,,1 ,,0 ,,1 ,,1 ,,2 ,,,0 ,,2 ,,,,29 ,,14 ,,,16 ,,29 
1S,01 1720,广州市从化区从化中学,,,,312 ,,,16 ,,,7S,,,0 ,,1 ,,,0 ,,0 ,,,1 ,,2 ,,0 ,,,2 ,,2 ,,0 ,,1 ,,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,1 ,,,3 ,,1 ,,,,24 ,,23 ,,,14 ,,14 
16 ,01 1721,广州市从化区第二中学,,,,388 ,,,20 ,,,80 ,,,1 ,,0 ,,,1 ,,0 ,,,1 ,,0 ,,1 ,,,1 ,,3 ,,1 ,,0 ,,,1 ,,2 ,,0 ,,2 ,,1 ,,1 ,,0 ,,1 ,,,1 ,,2 ,,,,24 ,,17 ,,,23 ,,16 
17 ,01 1722,广东外语外贸大学从化第三中学,,,,2S8,,,13 ,,,S3,,,0 ,,0 ,,,3 ,,2 ,,,0 ,,1 ,,0 ,,,0 ,,1 ,,1 ,,1 ,,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,0 ,,,0 ,,2 ,,,,18 ,,12 ,,,8 ,,1S
18 ,01 1723,广州市从化区第四中学,,,,234 ,,,12 ,,,49 ,,,1 ,,0 ,,,0 ,,0 ,,,1 ,,1 ,,2 ,,,1 ,,0 ,,0 ,,2 ,,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,,1 ,,1 ,,,,13 ,,16 ,,,13 ,,7 
19 ,01 1724,广州市从化区流溪中学,,,,310 ,,,16 ,,,64 ,,,1 ,,0 ,,,2 ,,0 ,,,1 ,,2 ,,1 ,,,0 ,,2 ,,1 ,,0 ,,,0 ,,0 ,,0 ,,1 ,,0 ,,1 ,,1 ,,2 ,,,0 ,,1 ,,,,17 ,,20 ,,,18 ,,9 
注:各初中学校分得的名额分配计划已包含面向集团直接分配的名额                                                                                                                                                        2026_0S_12 1S:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,代码,初中学校,,,,名额考生,,,省市名额,,,区属名额,,,华附石牌,,"华附
知识
城",,,省实荔湾,,省实白云,,,广雅荔湾,,广雅花都,,执信越秀,,,执信天河,,"二
中",,六中海珠,,六中从化,,,六中花都,,侨中,,协和,,广附,,"铁
__
越
秀",,"铁
__
番
禺",,"铁
__
白
云",,"广州
外国
语",,,清湾智谷,,"清湾
智慧
城",,,,从化中学,,从化二中,,,从化五中,,流溪中学
20 ,01 1725,广州市从化区第七中学,,,,517 ,,,27 ,,,107 ,,,2 ,,1 ,,,1 ,,0 ,,,1 ,,0 ,,4 ,,,2 ,,0 ,,1 ,,1 ,,,1 ,,0 ,,1 ,,2 ,,2 ,,1 ,,2 ,,1 ,,,2 ,,2 ,,,,22 ,,33 ,,,22 ,,30 
21 ,01 1727,广州大学附属中学从化实验学校,,,,114 ,,,10 ,,,24 ,,,0 ,,0 ,,,0 ,,0 ,,,0 ,,0 ,,0 ,,,2 ,,1 ,,0 ,,0 ,,,0 ,,0 ,,0 ,,4 ,,0 ,,0 ,,1 ,,1 ,,,1 ,,0 ,,,,4 ,,7 ,,,6 ,,7 
22 ,01 1728,广州市第六中学(从化校区),,,,269 ,,,14 ,,,56 ,,,0 ,,0 ,,,0 ,,0 ,,,1 ,,3 ,,0 ,,,1 ,,1 ,,1 ,,0 ,,,0 ,,0 ,,0 ,,2 ,,1 ,,0 ,,1 ,,0 ,,,1 ,,2 ,,,,19 ,,15 ,,,11 ,,11 
23 ,01 1770,广州英豪学校,,,,103 ,,,5 ,,,21 ,,,0 ,,0 ,,,0 ,,0 ,,,0 ,,0 ,,0 ,,,0 ,,0 ,,0 ,,0 ,,,1 ,,1 ,,0 ,,1 ,,0 ,,1 ,,0 ,,1 ,,,0 ,,0 ,,,,3 ,,8 ,,,6 ,,4 
24 ,01 1771,广州市龙外实验学校,,,,108 ,,,5 ,,,22 ,,,0 ,,2 ,,,0 ,,0 ,,,0 ,,1 ,,1 ,,,0 ,,0 ,,0 ,,0 ,,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,,0 ,,0 ,,,,12 ,,3 ,,,2 ,,5 
25 ,01 1773,广州市从化区博大学校,,,,15 ,,,1 ,,,3 ,,,0 ,,0 ,,,0 ,,0 ,,,0 ,,0 ,,0 ,,,0 ,,0 ,,0 ,,0 ,,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,,0 ,,0 ,,,,2 ,,0 ,,,1 ,,0 
26 ,01 1775,广州市从化区黄外翰林实验学校,,,,185 ,,,9 ,,,38 ,,,0 ,,2 ,,,0 ,,0 ,,,1 ,,0 ,,1 ,,,1 ,,0 ,,0 ,,0 ,,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,2 ,,0 ,,,0 ,,0 ,,,,9 ,,13 ,,,7 ,,9 
"注:各初中学校分得的名额分配计划已包含面向集团直接分配的名额.                                                                                                                                                      2026_05_12 15:21
第2页 共2页",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,代码,初中学校,,,,名额考生,,,省市名额,,,"区属
名额",,,华附石牌,,华附知识城,,省实荔湾,,省实白云,,广雅荔湾,,广雅花都,,执信越秀,,执信天河,,"二
中",,六中海珠,,六中从化,,六中花都,,侨中,,协和,,广附,,"铁
__
越
秀",,"铁
__
番
禺",,"铁
__
白
云",,广州外国语,,清湾智谷,,清湾智慧城,,增城中学,,郑中钧,,,"增
城
__
中",,,增城高级,,新塘中学,,荔城中学,,增城应元
,0118 ,增城区,,,,14831 ,,,806 ,,,2250 ,,,24 ,,41 ,,46 ,,34 ,,45 ,,33 ,,35 ,,50 ,,63 ,,49 ,,22 ,,31 ,,23 ,,40 ,,52 ,,21 ,,22 ,,38 ,,73 ,,26 ,,38 ,,400 ,,250 ,,,350 ,,,400 ,,350 ,,300 ,,200 
1 ,01 1801,广大附中增城实验中学,,,,708 ,,,36 ,,,99 ,,,0 ,,3 ,,2 ,,1 ,,3 ,,0 ,,1 ,,3 ,,3 ,,2 ,,1 ,,1 ,,1 ,,2 ,,1 ,,0 ,,1 ,,3 ,,2 ,,2 ,,4 ,,26 ,,13 ,,,9 ,,,19 ,,11 ,,8 ,,13 
2 ,01 1802,广州市增城区新塘镇第二中学,,,,186 ,,,10 ,,,32 ,,,1 ,,1 ,,4 ,,1 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,6 ,,1 ,,,0 ,,,5 ,,9 ,,5 ,,6 
3 ,01 1803,广州市增城区新塘镇第三中学,,,,442 ,,,23 ,,,62 ,,,0 ,,1 ,,3 ,,0 ,,2 ,,2 ,,1 ,,2 ,,4 ,,0 ,,0 ,,1 ,,2 ,,0 ,,1 ,,0 ,,0 ,,0 ,,4 ,,0 ,,0 ,,3 ,,9 ,,,12 ,,,14 ,,8 ,,8 ,,8 
4 ,01 1804,广州市增城区新塘镇菊泉中学,,,,211 ,,,11 ,,,37 ,,,0 ,,0 ,,2 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,2 ,,0 ,,3 ,,0 ,,1 ,,1 ,,4 ,,2 ,,,8 ,,,5 ,,13 ,,4 ,,1 
5 ,01 1805,广州市增城区水电二局学校,,,,58 ,,,3 ,,,10 ,,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,2 ,,3 ,,,0 ,,,0 ,,4 ,,1 ,,0 
6 ,01 1806,广州市增城区新塘镇天伦学校,,,,88 ,,,4 ,,,15 ,,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,2 ,,,1 ,,,2 ,,5 ,,3 ,,2 
7 ,01 1807,广州市增城区新塘镇大敦中学,,,,88 ,,,4 ,,,15 ,,,0 ,,1 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,1 ,,2 ,,,1 ,,,4 ,,3 ,,2 ,,2 
8 ,01 1808,广州市增城区永宁街永新中学,,,,565 ,,,29 ,,,79 ,,,0 ,,2 ,,1 ,,2 ,,1 ,,3 ,,0 ,,4 ,,2 ,,3 ,,0 ,,0 ,,2 ,,0 ,,3 ,,0 ,,2 ,,0 ,,2 ,,2 ,,0 ,,15 ,,7 ,,,12 ,,,17 ,,12 ,,12 ,,4 
9 ,01 1809,广州市增城区合生育才学校,,,,210 ,,,11 ,,,29 ,,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,4 ,,0 ,,0 ,,2 ,,0 ,,1 ,,1 ,,0 ,,0 ,,1 ,,0 ,,0 ,,1 ,,7 ,,6 ,,,4 ,,,6 ,,3 ,,3 ,,0 
10 ,01 1810,广州市增城区华南师范大学附属新塘学校,,,,97 ,,,5 ,,,14 ,,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,1 ,,0 ,,0 ,,1 ,,3 ,,1 ,,,1 ,,,3 ,,5 ,,1 ,,0 
11 ,011811 ,广州市增城区新塘镇沙埔中学,,,,231 ,,,12 ,,,32 ,,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,1 ,,2 ,,0 ,,0 ,,0 ,,2 ,,0 ,,0 ,,1 ,,1 ,,1 ,,0 ,,0 ,,0 ,,3 ,,5 ,,2 ,,,6 ,,,9 ,,5 ,,4 ,,1 
12 ,01 1812,广州市增城区仙村中学,,,,549 ,,,28 ,,,77 ,,,0 ,,2 ,,2 ,,1 ,,3 ,,2 ,,1 ,,2 ,,1 ,,2 ,,2 ,,1 ,,0 ,,0 ,,3 ,,2 ,,1 ,,1 ,,0 ,,1 ,,1 ,,11 ,,13 ,,,10 ,,,15 ,,11 ,,10 ,,7 
13 ,01 1813,广州市增城区华南师范大学附属增江学校,,,,122 ,,,6 ,,,17 ,,,1 ,,0 ,,0 ,,1 ,,2 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,4 ,,2 ,,,2 ,,,4 ,,4 ,,1 ,,0 
14 ,01 1815,广州增城外国语实验中学,,,,834 ,,,71 ,,,117 ,,,0 ,,1 ,,1 ,,1 ,,3 ,,1 ,,1 ,,1 ,,4 ,,5 ,,2 ,,0 ,,2 ,,5 ,,2 ,,2 ,,1 ,,4 ,,32 ,,1 ,,2 ,,22 ,,9 ,,,10 ,,,26 ,,26 ,,17 ,,7 
15 ,01 1816,广州市增城区石滩镇港侨中学,,,,280 ,,,14 ,,,48 ,,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,2 ,,0 ,,1 ,,0 ,,0 ,,1 ,,2 ,,0 ,,1 ,,3 ,,0 ,,2 ,,0 ,,5 ,,2 ,,,20 ,,,6 ,,4 ,,6 ,,5 
16 ,01 1817,广州市增城区三江中学,,,,401 ,,,21 ,,,69 ,,,1 ,,1 ,,0 ,,1 ,,0 ,,1 ,,1 ,,0 ,,2 ,,3 ,,1 ,,1 ,,1 ,,0 ,,1 ,,0 ,,1 ,,2 ,,1 ,,2 ,,1 ,,9 ,,5 ,,,20 ,,,5 ,,12 ,,8 ,,10 
17 ,01 1819,华南师范大学附属中学增城学校,,,,399 ,,,34 ,,,56 ,,,1 ,,14 ,,0 ,,1 ,,1 ,,2 ,,1 ,,3 ,,2 ,,1 ,,0 ,,2 ,,0 ,,0 ,,2 ,,1 ,,1 ,,1 ,,0 ,,0 ,,1 ,,11 ,,8 ,,,9 ,,,15 ,,7 ,,4 ,,2 
18 ,01 1820,广州市增城区朱村中学,,,,507 ,,,26 ,,,71 ,,,3 ,,0 ,,4 ,,0 ,,1 ,,1 ,,2 ,,1 ,,3 ,,1 ,,1 ,,0 ,,0 ,,1 ,,1 ,,0 ,,1 ,,0 ,,2 ,,3 ,,1 ,,8 ,,7 ,,,11 ,,,9 ,,16 ,,12 ,,8 
19 ,01 1821,广州市增城区永宁中学,,,,190 ,,,10 ,,,27 ,,,1 ,,1 ,,0 ,,1 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,1 ,,0 ,,0 ,,1 ,,1 ,,2 ,,4 ,,,5 ,,,5 ,,4 ,,4 ,,3 
注:各初中学校分得的名额分配计划已包含面向集团直接分配的名额.                                                                                                                                                      2026_05_12 15:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,代码,初中学校,,,,名额考生,,,省市名额,,,区属名额,,,华附石牌,,华附知识城,,省实荔湾,,省实白云,,广雅荔湾,,广雅花都,,执信越秀,,执信天河,,"二
中",,六中海珠,,六中从化,,六中花都,,侨中,,协和,,广附,,"铁
__
越
秀",,"铁
__
番
禺",,"铁
__
白
云",,广州外国语,,清湾智谷,,清湾智慧城,,增城中学,,郑中钧,,,"增
城
__
中",,,增城高级,,新塘中学,,荔城中学,,增城应元
20 ,01 1822,广州市增城区中新中学,,,,394 ,,,20 ,,,55 ,,,,,0 ,,4 ,,0 ,,2 ,,0 ,,0 ,,1 ,,2 ,,2 ,,0 ,,2 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,3 ,,1 ,,1 ,,8 ,,10 ,,,12 ,,,6 ,,9 ,,7 ,,3 
21 ,01 1823,广州市增城区永安学校,,,,102 ,,,5 ,,,14 ,,,,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,3 ,,,0 ,,,2 ,,3 ,,1 ,,4 
22 ,01 1826,广州市增城区中新镇福和中学,,,,496 ,,,26 ,,,87 ,,,,,0 ,,0 ,,3 ,,0 ,,1 ,,3 ,,1 ,,3 ,,3 ,,1 ,,2 ,,1 ,,0 ,,0 ,,0 ,,1 ,,0 ,,2 ,,1 ,,3 ,,5 ,,6 ,,,31 ,,,9 ,,11 ,,17 ,,8 
23 ,01 1830,广州市增城区派潭镇实验学校,,,,620 ,,,32 ,,,87 ,,,,,0 ,,2 ,,0 ,,3 ,,0 ,,2 ,,3 ,,2 ,,5 ,,0 ,,0 ,,2 ,,3 ,,3 ,,1 ,,0 ,,2 ,,1 ,,1 ,,2 ,,18 ,,12 ,,,11 ,,,15 ,,15 ,,11 ,,5 
24 ,01 1831,广州市增城区正果中学,,,,366 ,,,19 ,,,63 ,,,,,1 ,,3 ,,2 ,,0 ,,0 ,,1 ,,2 ,,0 ,,0 ,,0 ,,1 ,,1 ,,2 ,,2 ,,0 ,,0 ,,0 ,,1 ,,0 ,,1 ,,10 ,,17 ,,,11 ,,,5 ,,7 ,,7 ,,6 
25 ,01 1832,广州市增城区小楼中学,,,,338 ,,,17 ,,,58 ,,,,,0 ,,1 ,,2 ,,0 ,,0 ,,2 ,,0 ,,0 ,,2 ,,0 ,,1 ,,1 ,,3 ,,0 ,,1 ,,0 ,,1 ,,0 ,,1 ,,1 ,,6 ,,14 ,,,2 ,,,12 ,,10 ,,6 ,,8 
26 ,01 1834,广州市增城区华侨中学,,,,448 ,,,23 ,,,78 ,,,,,0 ,,2 ,,1 ,,3 ,,0 ,,4 ,,2 ,,2 ,,1 ,,1 ,,1 ,,0 ,,0 ,,2 ,,0 ,,0 ,,2 ,,1 ,,0 ,,1 ,,30 ,,6 ,,,14 ,,,6 ,,7 ,,10 ,,5 
27 ,01 1835,广州市增城区荔城街第二中学,,,,112 ,,,6 ,,,20 ,,,,,0 ,,1 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,1 ,,0 ,,0 ,,7 ,,0 ,,,1 ,,,4 ,,4 ,,3 ,,1 
28 ,01 1836,广州市增城区荔城街第三中学,,,,498 ,,,26 ,,,87 ,,,,,1 ,,0 ,,1 ,,0 ,,2 ,,0 ,,5 ,,1 ,,4 ,,1 ,,1 ,,2 ,,0 ,,1 ,,1 ,,1 ,,1 ,,2 ,,0 ,,1 ,,25 ,,2 ,,,11 ,,,20 ,,9 ,,9 ,,11 
29 ,01 1837,广州市增城区荔城街荔景中学,,,,475 ,,,24 ,,,83 ,,,,,1 ,,4 ,,2 ,,1 ,,1 ,,2 ,,0 ,,1 ,,1 ,,1 ,,1 ,,1 ,,2 ,,0 ,,0 ,,1 ,,2 ,,3 ,,0 ,,0 ,,27 ,,12 ,,,8 ,,,10 ,,7 ,,12 ,,7 
30 ,01 1839,广州市增城区挂绿实验学校,,,,394 ,,,20 ,,,68 ,,,,,0 ,,1 ,,3 ,,1 ,,1 ,,1 ,,0 ,,1 ,,1 ,,0 ,,1 ,,0 ,,2 ,,1 ,,1 ,,0 ,,0 ,,3 ,,0 ,,2 ,,20 ,,6 ,,,4 ,,,14 ,,11 ,,7 ,,6 
31 ,01 1840,广州市增城区英华学校,,,,270 ,,,14 ,,,38 ,,,,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,2 ,,0 ,,1 ,,1 ,,1 ,,1 ,,2 ,,0 ,,1 ,,1 ,,0 ,,1 ,,1 ,,6 ,,4 ,,,3 ,,,12 ,,3 ,,7 ,,3 
32 ,01 1842,广州市增城区奥体学校,,,,22 ,,,1 ,,,3 ,,,,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,,1 ,,,0 ,,0 ,,1 ,,0 
33 ,01 1843,广州市增城区增城中学(初中部),,,,672 ,,,35 ,,,94 ,,,,,0 ,,3 ,,1 ,,3 ,,1 ,,1 ,,6 ,,6 ,,1 ,,1 ,,1 ,,0 ,,2 ,,1 ,,0 ,,1 ,,1 ,,2 ,,1 ,,2 ,,18 ,,12 ,,,8 ,,,15 ,,15 ,,13 ,,13 
34 ,01 1844,广州市增城区第二中学,,,,670 ,,,35 ,,,116 ,,,,,3 ,,0 ,,1 ,,2 ,,2 ,,0 ,,2 ,,4 ,,1 ,,2 ,,4 ,,0 ,,2 ,,3 ,,1 ,,2 ,,3 ,,2 ,,1 ,,0 ,,16 ,,14 ,,,34 ,,,18 ,,14 ,,12 ,,8 
35 ,01 1845,广州市增城区应元学校,,,,460 ,,,24 ,,,64 ,,,,,1 ,,1 ,,0 ,,1 ,,3 ,,0 ,,1 ,,2 ,,2 ,,1 ,,0 ,,2 ,,1 ,,2 ,,0 ,,1 ,,0 ,,3 ,,1 ,,1 ,,15 ,,6 ,,,7 ,,,10 ,,11 ,,9 ,,6 
36 ,01 1846,广州理工实验学校,,,,215 ,,,11 ,,,30 ,,,,,0 ,,0 ,,1 ,,2 ,,0 ,,1 ,,2 ,,0 ,,0 ,,0 ,,0 ,,0 ,,3 ,,0 ,,0 ,,1 ,,0 ,,1 ,,0 ,,0 ,,4 ,,3 ,,,3 ,,,12 ,,1 ,,3 ,,4 
37 ,01 1847,广州市增城区华商外语实验学校,,,,98 ,,,5 ,,,14 ,,,,,1 ,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,0 ,,0 ,,1 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,0 ,,2 ,,0 ,,,1 ,,,3 ,,4 ,,3 ,,1 
38 ,01 1848,广州市斐特思学校,,,,0 ,,,0 ,,,0 ,,,,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,,0 ,,,0 ,,0 ,,0 ,,0 
39 ,01 1870,广州市增城区东江外语实验学校,,,,197 ,,,10 ,,,28 ,,,,,0 ,,0 ,,1 ,,1 ,,0 ,,1 ,,0 ,,1 ,,2 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,0 ,,1 ,,1 ,,0 ,,1 ,,6 ,,5 ,,,7 ,,,5 ,,4 ,,1 ,,0 
注:各初中学校分得的名额分配计划已包含面向集团直接分配的名额.                                                                                                                                                      2026_05_12 15:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
